audit_id,timestamp,audit_action,entity_type,entity_id,performed_by,description,previous_value,new_value,reason
AUDIT_EA9A7F4957,2022-07-14 06:13:04,manual_override,alert,ALERT_7CF4587604,Lisa Anderson,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $91114.67 - escalate
AUDIT_68BE61E633,2022-03-17 02:16:42,manual_override,alert,ALERT_78C5ABC267,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,Risk score 0.878 reviewed. escalate
AUDIT_E8CFDAD8A5,2022-09-12 01:58:12,manual_override,alert,ALERT_85CAE70160,Lisa Anderson,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Foreign Transaction - escalate
AUDIT_BED1167834,2024-12-16 06:28:31,manual_override,alert,ALERT_366B498CA1,Sarah Chen,Manual decision: escalate,auto_flag,escalate,Risk score 0.695 reviewed. escalate
AUDIT_20759C4180,2023-09-21 19:11:55,manual_override,alert,ALERT_5EAF4C1676,Sarah Chen,Manual decision: SAR_filed,auto_flag,SAR_filed,Risk score 0.912 reviewed. SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_D268CAAAE8,2022-09-04 14:33:11,manual_override,alert,ALERT_AB66D81381,Lisa Anderson,Manual decision: deny,auto_flag,deny,Risk score 0.817 reviewed. deny
AUDIT_64D042D03D,2024-10-13 11:16:42,manual_override,alert,ALERT_DB20562A0A,Jessica Martinez,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Jewelry - escalate
AUDIT_9175D77FFC,2024-10-16 09:21:36,manual_override,alert,ALERT_31A1414F2C,Robert Johnson,Manual decision: SAR_filed,auto_flag,SAR_filed,Risk score 0.866 reviewed. SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_EBE66823A9,2022-01-23 10:07:54,manual_override,alert,ALERT_8BE3BD3D5F,Maria Garcia,Manual decision: escalate,auto_flag,escalate,"Location check performed: Boston, MA. escalate"
AUDIT_D60A92F69E,2023-03-01 12:25:16,manual_override,alert,ALERT_C5157279E7,Michael Rodriguez,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $33811.95 - deny
AUDIT_B734BC2AB2,2023-11-04 12:55:10,manual_override,alert,ALERT_95DF65BC32,David Kim,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Money Transfer - escalate
AUDIT_3A9FDF0D87,2022-01-13 05:45:01,manual_override,alert,ALERT_3B13D5DCB3,William Taylor,Manual decision: escalate,auto_flag,escalate,Risk score 0.882 reviewed. escalate
AUDIT_3D2C83E8FE,2023-03-23 20:24:56,manual_override,alert,ALERT_4D7F56D756,Robert Johnson,Manual decision: SAR_filed,auto_flag,SAR_filed,Risk score 0.957 reviewed. SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_5F1820A9C4,2023-06-17 02:49:35,manual_override,alert,ALERT_4272AEED74,David Kim,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $52927.10 - escalate
AUDIT_11A972A5F4,2024-03-14 08:35:26,manual_override,alert,ALERT_A1AD2264D8,Sarah Chen,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $3399.25 - escalate
AUDIT_8929C50686,2025-09-08 04:20:27,manual_override,alert,ALERT_5B82FAF953,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,Risk score 0.915 reviewed. escalate
AUDIT_CC09618276,2023-08-17 14:50:49,manual_override,alert,ALERT_3C31F8ADDF,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $16551.70 - escalate
AUDIT_CD9FA09F09,2022-04-01 13:30:57,manual_override,alert,ALERT_8C5BC3F69F,Jessica Martinez,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Entertainment - escalate
AUDIT_4E98850647,2023-06-11 01:59:28,manual_override,alert,ALERT_1E74DECC16,Robert Johnson,Manual decision: escalate,auto_flag,escalate,"Location check performed: Seattle, WA. escalate"
AUDIT_D8CBCABC83,2023-01-16 10:58:23,manual_override,alert,ALERT_7CBE4A5D52,Jessica Martinez,Manual decision: SAR_filed,auto_flag,SAR_filed,Customer verification completed. Amount $3010.11 - SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_2FF4BD1A05,2023-02-16 02:48:19,manual_override,alert,ALERT_89A7F0D04A,Sarah Chen,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $16879.50 - deny
AUDIT_512F2774D8,2022-01-11 07:10:23,manual_override,alert,ALERT_3E0FE9367E,Robert Johnson,Manual decision: deny,auto_flag,deny,Reviewed transaction for Cryptocurrency - deny
AUDIT_E4BAC99D14,2024-06-13 15:19:57,manual_override,alert,ALERT_491C9B75FC,David Kim,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $89550.68 - escalate
AUDIT_CA419FFCE9,2024-03-12 17:39:04,manual_override,alert,ALERT_DFF65F5DF4,David Kim,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $3158.19 - deny
AUDIT_1D5B2D03CB,2022-10-14 20:55:51,manual_override,alert,ALERT_2D0CCB9146,Maria Garcia,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Cryptocurrency - escalate
AUDIT_2685BDAC45,2022-02-24 05:42:48,manual_override,alert,ALERT_B53FDBDE65,Emily Thompson,Manual decision: escalate,auto_flag,escalate,Risk score 1.000 reviewed. escalate
AUDIT_20ABE5B648,2023-11-02 18:20:07,manual_override,alert,ALERT_3EA4AEED9F,William Taylor,Manual decision: deny,auto_flag,deny,"Location check performed: New York, NY. deny"
AUDIT_76287F47D6,2025-07-02 11:43:59,manual_override,alert,ALERT_F3B14C8C0F,Jessica Martinez,Manual decision: deny,auto_flag,deny,Risk score 0.986 reviewed. deny
AUDIT_51A8AF1DF7,2022-07-03 17:22:35,manual_override,alert,ALERT_39264E5AF8,William Taylor,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Wire Transfer - escalate
AUDIT_96B2FE31DE,2025-01-13 17:39:39,manual_override,alert,ALERT_630A2867FD,Sarah Chen,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $357.32 - escalate
AUDIT_76DE338C17,2022-04-11 22:34:46,manual_override,alert,ALERT_1471231F60,Maria Garcia,Manual decision: escalate,auto_flag,escalate,"Location check performed: Indianapolis, IN. escalate"
AUDIT_F7C3ECE4F9,2023-10-30 13:04:12,manual_override,alert,ALERT_DB0E4CE2BE,David Kim,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Foreign Transaction - escalate
AUDIT_155A865A63,2023-11-06 04:48:34,manual_override,alert,ALERT_CAD2B1DF11,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Wire Transfer - escalate
AUDIT_5A9CA7BD0A,2025-09-28 02:00:58,manual_override,alert,ALERT_91D5FF398A,Sarah Chen,Manual decision: deny,auto_flag,deny,Reviewed transaction for Gambling - deny
AUDIT_595C7A5D9B,2023-01-28 23:52:41,manual_override,alert,ALERT_FDF3DB0309,David Kim,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $62188.55 - escalate
AUDIT_913E177D10,2024-12-02 11:06:15,manual_override,alert,ALERT_AC34BE966A,Maria Garcia,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $99103.96 - deny
AUDIT_F3C80609EB,2024-06-06 08:43:57,manual_override,alert,ALERT_67B1A469FD,James Wilson,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Healthcare - escalate
AUDIT_189DE1BA96,2025-06-15 14:09:33,manual_override,alert,ALERT_278DAA5099,Emily Thompson,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Wire Transfer - escalate
AUDIT_7D080C4D4B,2022-11-22 14:15:35,manual_override,alert,ALERT_70F448D7C8,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Travel - escalate
AUDIT_ED14601446,2024-11-22 10:22:24,manual_override,alert,ALERT_B8BA45DDBC,Emily Thompson,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $1098.28 - escalate
AUDIT_5330C7AD02,2024-03-11 11:15:00,manual_override,alert,ALERT_CD7F8ADF00,Lisa Anderson,Manual decision: SAR_filed,auto_flag,SAR_filed,Customer verification completed. Amount $215.58 - SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_6837FD2FD2,2022-07-30 01:06:04,manual_override,alert,ALERT_1E35D63B51,Robert Johnson,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $530.10 - deny
AUDIT_4787D0C6CC,2024-11-24 13:59:38,manual_override,alert,ALERT_2AF2431A49,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Money Transfer - escalate
AUDIT_0E1713806D,2024-11-03 13:54:39,manual_override,alert,ALERT_37ED424D77,Maria Garcia,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Healthcare - escalate
AUDIT_6D1AE12137,2025-06-07 06:54:35,manual_override,alert,ALERT_EEE186B3A3,Sarah Chen,Manual decision: deny,auto_flag,deny,"Location check performed: San Francisco, CA. deny"
AUDIT_D0E95D4D52,2024-11-27 09:17:21,manual_override,alert,ALERT_5BCD70DA43,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Cryptocurrency - escalate
AUDIT_30BBE66DD1,2022-06-11 20:00:10,manual_override,alert,ALERT_6F6200A8DF,Robert Johnson,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Gambling - escalate
AUDIT_0D3C85C9AC,2023-07-09 13:49:11,manual_override,alert,ALERT_A64D5B82F0,Maria Garcia,Manual decision: deny,auto_flag,deny,Risk score 0.706 reviewed. deny
AUDIT_0AC52EDF29,2023-04-24 08:01:43,manual_override,alert,ALERT_B5E20C885A,Robert Johnson,Manual decision: escalate,auto_flag,escalate,"Location check performed: Los Angeles, CA. escalate"
AUDIT_C5E88DFE17,2023-04-02 04:22:06,manual_override,alert,ALERT_6862FB6E0B,Robert Johnson,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $3247.37 - escalate
AUDIT_75490709EA,2023-12-26 07:41:58,manual_override,alert,ALERT_86DB3D56C1,David Kim,Manual decision: deny,auto_flag,deny,Reviewed transaction for Money Transfer - deny
AUDIT_AADAB66C33,2022-05-19 01:00:11,manual_override,alert,ALERT_7BF2D71562,Sarah Chen,Manual decision: deny,auto_flag,deny,"Location check performed: Jacksonville, FL. deny"
AUDIT_F11A826B71,2022-04-23 23:53:35,manual_override,alert,ALERT_D0FC3524E6,Lisa Anderson,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $2398.35 - deny
AUDIT_806BE1062A,2022-02-27 09:23:20,manual_override,alert,ALERT_9AD23F7582,Maria Garcia,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $27671.62 - escalate
AUDIT_49AD84F7BA,2023-05-04 22:19:24,manual_override,alert,ALERT_77B134BD76,Emily Thompson,Manual decision: SAR_filed,auto_flag,SAR_filed,"Location check performed: Charlotte, NC. SAR filed - Suspicious Activity Report filed with FinCEN"
AUDIT_8DD9B300B5,2023-10-07 06:35:16,manual_override,alert,ALERT_A89EE7FC6D,Lisa Anderson,Manual decision: SAR_filed,auto_flag,SAR_filed,Customer verification completed. Amount $20716.22 - SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_6784B5181A,2023-02-15 08:28:25,manual_override,alert,ALERT_698E7A5416,Maria Garcia,Manual decision: escalate,auto_flag,escalate,Risk score 0.860 reviewed. escalate
AUDIT_F63A813383,2022-09-05 06:04:45,manual_override,alert,ALERT_E247286776,Maria Garcia,Manual decision: deny,auto_flag,deny,Reviewed transaction for Wire Transfer - deny
AUDIT_DC078FC1A5,2023-11-15 03:11:55,manual_override,alert,ALERT_66AD99B09B,James Wilson,Manual decision: escalate,auto_flag,escalate,Risk score 0.853 reviewed. escalate
AUDIT_087E0E733F,2022-06-30 11:49:35,manual_override,alert,ALERT_C304FE9D28,William Taylor,Manual decision: escalate,auto_flag,escalate,"Location check performed: Indianapolis, IN. escalate"
AUDIT_969BB716D4,2023-02-11 14:41:31,manual_override,alert,ALERT_F7E085E3D8,Emily Thompson,Manual decision: deny,auto_flag,deny,Reviewed transaction for Wire Transfer - deny
AUDIT_51F5A6895C,2023-07-30 07:22:02,manual_override,alert,ALERT_01366D994A,Emily Thompson,Manual decision: deny,auto_flag,deny,Reviewed transaction for Cryptocurrency - deny
AUDIT_D82E4E29FA,2022-02-11 19:37:56,manual_override,alert,ALERT_D072416FE7,Robert Johnson,Manual decision: deny,auto_flag,deny,Reviewed transaction for Wire Transfer - deny
AUDIT_CBF05BFDA5,2025-10-16 01:56:08,manual_override,alert,ALERT_98825C6049,Emily Thompson,Manual decision: deny,auto_flag,deny,Risk score 0.839 reviewed. deny
AUDIT_0761D9191C,2023-06-20 14:41:41,manual_override,alert,ALERT_7152085BCF,Jessica Martinez,Manual decision: SAR_filed,auto_flag,SAR_filed,Customer verification completed. Amount $12000.64 - SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_1AFF21AC61,2024-12-08 10:37:53,manual_override,alert,ALERT_F55C5A3AB4,James Wilson,Manual decision: escalate,auto_flag,escalate,Risk score 0.848 reviewed. escalate
AUDIT_7C8BF8E088,2023-01-31 12:38:45,manual_override,alert,ALERT_3172AE86BA,Maria Garcia,Manual decision: escalate,auto_flag,escalate,"Location check performed: Fort Worth, TX. escalate"
AUDIT_A161328E63,2025-05-06 11:27:40,manual_override,alert,ALERT_047A45CDF6,William Taylor,Manual decision: deny,auto_flag,deny,Risk score 0.770 reviewed. deny
AUDIT_A5B24D588E,2023-01-21 16:40:25,manual_override,alert,ALERT_47AE7E9B7F,William Taylor,Manual decision: escalate,auto_flag,escalate,Risk score 0.792 reviewed. escalate
AUDIT_F5F339D799,2022-06-10 08:19:56,manual_override,alert,ALERT_5F11F0BB0D,Maria Garcia,Manual decision: SAR_filed,auto_flag,SAR_filed,Customer verification completed. Amount $22851.00 - SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_F09B9956B0,2022-11-01 22:10:41,manual_override,alert,ALERT_E4725B28F0,William Taylor,Manual decision: deny,auto_flag,deny,"Location check performed: New York, NY. deny"
AUDIT_87BCEA4E6A,2024-02-02 07:26:09,manual_override,alert,ALERT_41AE1CE546,Sarah Chen,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $26542.63 - deny
AUDIT_F2F0BBB35D,2023-08-17 07:47:17,manual_override,alert,ALERT_B8B63B4600,Emily Thompson,Manual decision: deny,auto_flag,deny,"Location check performed: Tehran, Iran. deny"
AUDIT_EC0A981331,2023-01-06 09:40:28,manual_override,alert,ALERT_1DAAAC4AA7,Jessica Martinez,Manual decision: deny,auto_flag,deny,"Location check performed: Dallas, TX. deny"
AUDIT_2E1D528DAF,2022-05-04 05:36:09,manual_override,alert,ALERT_FB82DE2866,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,Risk score 0.870 reviewed. escalate
AUDIT_471A6D62A5,2022-08-02 22:30:29,manual_override,alert,ALERT_4ED06A3404,James Wilson,Manual decision: escalate,auto_flag,escalate,Risk score 0.850 reviewed. escalate
AUDIT_A87433C604,2025-10-07 04:29:08,manual_override,alert,ALERT_EE4D0EFD12,Sarah Chen,Manual decision: SAR_filed,auto_flag,SAR_filed,Risk score 0.930 reviewed. SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_A809CFA1DF,2025-10-29 12:51:29,manual_override,alert,ALERT_02D713458A,Jessica Martinez,Manual decision: SAR_filed,auto_flag,SAR_filed,"Location check performed: Fort Worth, TX. SAR filed - Suspicious Activity Report filed with FinCEN"
AUDIT_67422206E1,2023-04-28 15:10:49,manual_override,alert,ALERT_F326646314,James Wilson,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $707.82 - escalate
AUDIT_5870D47CB6,2025-11-06 08:03:39,manual_override,alert,ALERT_FC4B5030A9,Robert Johnson,Manual decision: escalate,auto_flag,escalate,"Location check performed: Lagos, Nigeria. escalate"
AUDIT_1F1CF4DC57,2025-08-16 09:45:35,manual_override,alert,ALERT_E41C3E7B25,Lisa Anderson,Manual decision: SAR_filed,auto_flag,SAR_filed,Reviewed transaction for ATM Withdrawal - SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_DCB6647CB8,2022-02-25 15:12:21,manual_override,alert,ALERT_3935760965,David Kim,Manual decision: escalate,auto_flag,escalate,Risk score 1.000 reviewed. escalate
AUDIT_0CA7259FE8,2023-09-21 12:37:56,manual_override,alert,ALERT_FB245D2210,Emily Thompson,Manual decision: deny,auto_flag,deny,Reviewed transaction for Gambling - deny
AUDIT_C8CE0AFF63,2024-01-16 00:54:56,manual_override,alert,ALERT_F9EB1FBD05,Jessica Martinez,Manual decision: deny,auto_flag,deny,Reviewed transaction for Foreign Transaction - deny
AUDIT_C2F51D2B12,2022-01-07 06:04:23,manual_override,alert,ALERT_2157ACC0BC,David Kim,Manual decision: deny,auto_flag,deny,Risk score 0.874 reviewed. deny
AUDIT_A8A1563391,2024-09-02 02:08:42,manual_override,alert,ALERT_48B2555613,Maria Garcia,Manual decision: deny,auto_flag,deny,Reviewed transaction for Gambling - deny
AUDIT_96A9E31C27,2022-05-03 10:25:26,manual_override,alert,ALERT_51CC1CF9B2,David Kim,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Wire Transfer - escalate
AUDIT_9D22611310,2022-05-04 23:47:54,manual_override,alert,ALERT_443F8E87BA,Michael Rodriguez,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $1038.38 - deny
AUDIT_52A947AEDD,2024-04-15 10:11:21,manual_override,alert,ALERT_E93E295C3E,Lisa Anderson,Manual decision: SAR_filed,auto_flag,SAR_filed,Reviewed transaction for Cryptocurrency - SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_34DE98E2F0,2024-10-17 03:39:32,manual_override,alert,ALERT_098C842F93,James Wilson,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $95863.83 - escalate
AUDIT_1FCD8C2FB0,2023-05-12 20:06:07,manual_override,alert,ALERT_FAF1961C74,Lisa Anderson,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $3365.92 - escalate
AUDIT_3406313B9F,2023-05-19 02:58:06,manual_override,alert,ALERT_DAD2EC0374,David Kim,Manual decision: deny,auto_flag,deny,Reviewed transaction for Gambling - deny
AUDIT_DFF0C062C8,2023-10-22 01:15:49,manual_override,alert,ALERT_E1FF2E21F3,Robert Johnson,Manual decision: SAR_filed,auto_flag,SAR_filed,Risk score 0.919 reviewed. SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_0D76A30B2F,2025-05-10 11:40:50,manual_override,alert,ALERT_839F48F5C4,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Money Transfer - escalate
AUDIT_4B20EC9E56,2022-08-25 17:54:42,manual_override,alert,ALERT_A2410FEE22,Emily Thompson,Manual decision: SAR_filed,auto_flag,SAR_filed,Reviewed transaction for Money Transfer - SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_F7CCE2CB09,2022-07-19 08:49:33,manual_override,alert,ALERT_82B94F41BC,William Taylor,Manual decision: escalate,auto_flag,escalate,Risk score 0.758 reviewed. escalate
AUDIT_D89D448CBD,2025-05-15 03:48:34,manual_override,alert,ALERT_2837E096F8,Maria Garcia,Manual decision: deny,auto_flag,deny,Risk score 0.763 reviewed. deny
AUDIT_03DFBA34CA,2025-06-07 12:53:48,manual_override,alert,ALERT_3A81C0FAA6,Sarah Chen,Manual decision: escalate,auto_flag,escalate,Risk score 0.914 reviewed. escalate
AUDIT_7006F2CEA4,2025-10-01 03:26:19,manual_override,alert,ALERT_629AC9BC09,Sarah Chen,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $26092.04 - escalate
